fips,pop
42127,51955
42129,363395
42131,28125
42133,437846
44001,49144
44003,164843
44005,82036
44007,628323
44009,125946
45001,25101
45003,162812
45005,9988
45007,189355
45009,15763
45011,22212
45013,168049
45015,189781
45017,14910
45019,365162
45021,55662
45023,32546
45025,46103
45027,34357
45029,38153
45031,68139
45033,31446
45035,142496
45037,26347
45039,23363
45041,137948
45043,60189
45045,467605
45047,69756
45049,20726
45051,282285
45053,25833
45055,62343
45057,79089
45059,66223
45061,18654
45063,270406
45065,9943
45067,32457
45069,28145
45071,37576
45073,74627
45075,91476
45077,119670
45079,393830
45081,19893
45083,288745
45085,108052
45087,28252
45089,33620
45091,234635
46003,2742
46005,17753
46007,3436
46009,7029
46011,32629
46013,37331
46015,5293
46017,2020
46019,10228
46021,1396
46023,9216
46025,3585
46027,14131
46029,27606
46031,4077
46033,8339
46035,19769
46037,5613
46039,4380
46041,5538
46043,2970
46045,4026
46047,6971
46049,2377
46051,7259
46053,4265
46055,1939
46057,5918
46059,3388
46061,3377
46063,1316
46065,17450
46067,7187
46069,1437
46071,3191
46073,2047
46075,1013
46077,5220
46079,11771
46081,24397
46083,48296
46085,3789
46087,5610
46089,2439
46091,4671
46093,26052
46095,2101
46097,2326
46099,175037
46101,6446
46102,0
46103,104347
46105,3037
46107,2359
46109,10303
46111,2324
46115,6611
46117,2969
46119,1427
46121,9942
46123,5485
46125,8308
46127,14855
46129,5459
46135,22603
46137,2869
47001,75416
47003,45573
47005,16361
47007,12792
47009,124177
47011,101134
47013,40420
47015,13811
47017,28390
47019,57355
47021,39271
47023,17171
47025,31736
47027,7840
47029,35571
47031,53222
47033,14623
47035,57029
47037,648295
47039,11673
47041,18901
47043,50381
47045,38255
47047,38659
47049,17940
47051,40772
47053,49626
47055,29072
47057,22706
47059,68819
47061,13650
47063,62746
47065,345545
47067,6720
47069,26533
47071,25950
47073,56587
47075,18240
47077,28023
47079,32341
47081,24170
47083,8413
47085,18275
47087,11441
47089,52191
47091,18095
47093,441311
47095,7690
47097,27718
47099,42086
47101,11896
47103,33503
47105,49793
47107,52416
47109,26180
47111,22498
47113,98656
47115,28291
47117,30883
47119,81990
47121,11698
47123,45133
47125,184468
47127,6339
47129,21931
47131,31340
47133,22190
47135,7860
47137,5100
47139,16686
47141,73229
47143,32247
47145,53469
47147,66931
47149,274454
47151,22173
47153,14423
47155,92512
47157,940764
47159,19102
47161,13297
47163,156786
47165,166123
47167,61705
47169,7795
47171,18235
47173,19127
47175,5628
47177,39839
47179,125094
47181,16996
47183,34793
47185,26082
47187,192911
47189,118961
48001,58190
48003,16117
48005,87597
48007,23818
48009,8735
48011,1944
48013,46446
48015,28618
48017,7130
48019,20537
48021,74763
48023,3623
48025,32527
48027,323037
48029,1785704
48031,10655
48033,616
48035,18125
48037,93148
48039,324769
48041,200665
48043,9316
48045,1561
48047,7161
48049,37825
48051,17291
48053,43448
48055,38734
48057,21609
48059,13517
48061,415557
48063,12449
48065,6157
48067,30166
48069,8164
48071,36196
48073,51206
48075,7029
48077,10535
48079,3046
48081,3231
48083,8675
48085,834642
48087,3036
48089,20696
48091,114384
48093,13765
48095,4010
48097,38688
48099,77231
48101,1486
48103,4562
48105,3743
48107,6126
48109,2290
48111,6996
48113,2453843
48115,13640
48117,19360
48119,5329
48121,707304
48123,20465
48125,2323
48127,10461
48129,3598
48131,11717
48133,18421
48135,144325
48137,1968
48139,153969
48141,827398
48143,39321
48145,17610
48147,33831
48149,24695
48151,3844
48153,6367
48155,1307
48157,627293
48159,10640
48161,19515
48163,17702
48165,18413
48167,300484
48169,6412
48171,25153
48173,1259
48175,7351
48177,20045
48179,22978
48181,121935
48183,122658
48185,26783
48187,139841
48189,36385
48191,3293
48193,8307
48195,5521
48197,4082
48199,55190
48201,4253700
48203,67450
48205,6144
48207,5901
48209,168990
48211,4080
48213,79094
48215,806552
48217,35115
48219,23072
48221,52044
48223,35469
48225,23161
48227,35408
48229,3337
48231,87079
48233,21922
48235,1573
48237,8983
48239,14255
48241,35923
48243,2307
48245,251813
48247,5249
48249,41754
48251,153441
48253,19973
48255,15233
48257,106753
48259,35956
48261,431
48263,839
48265,49786
48267,4560
48269,276
48271,3603
48273,32025
48275,3789
48277,49811
48279,14008
48281,20107
48283,7109
48285,19468
48287,16601
48289,16803
48291,76571
48293,23585
48295,3480
48297,11664
48299,19085
48301,71
48303,285760
48305,5783
48307,8313
48309,238707
48311,726
48313,13677
48315,10324
48317,5017
48319,4003
48321,36547
48323,55365
48325,46765
48327,2240
48329,146645
48331,24157
48333,4828
48335,9336
48337,19565
48339,485047
48341,22313
48343,12787
48345,1202
48347,66034
48349,47979
48351,14200
48353,14924
48355,347691
48357,10728
48359,2060
48361,82977
48363,27856
48365,24020
48367,119712
48369,10183
48371,15619
48373,45656
48375,122335
48377,7525
48379,10943
48381,125082
48383,3475
48385,3369
48387,12694
48389,13798
48391,7259
48393,854
48395,16545
48397,83021
48399,10449
48401,54026
48403,10433
48405,8818
48407,27126
48409,65600
48411,6002
48413,3264
48415,17126
48417,3356
48419,26019
48421,3073
48423,214821
48425,8598
48427,61615
48429,9464
48431,1191
48433,1475
48435,3950
48437,7891
48439,1880153
48441,133473
48443,917
48445,12613
48447,1601
48449,32663
48451,113281
48453,1095584
48455,14309
48457,21458
48459,39995
48461,3283
48463,26752
48465,48705
48467,52427
48469,89269
48471,68408
48473,44357
48475,10879
48477,34093
48479,259172
48481,41285
48483,5626
48485,131559
48487,13258
48489,22058
48491,456232
48493,44370
48495,7330
48497,60432
48499,42022
48501,8075
48503,18339
48505,14290
48507,11961
48999,0
49001,6501
49003,50171
49005,115520
49007,21246
49009,1090
49011,315809
49013,19244
49015,10933
49017,5095
49019,9328
49021,46750
49023,10341
49025,7221
49027,12569
49029,9821
49031,1524
49033,2267
49035,1063842
49037,14965
49039,27906
49041,20784
49043,38003
49045,59870
49047,34524
49049,540504
49051,25273
49053,144809
49055,2737
49057,236640
50001,36745
50003,36697
50005,31121
50007,158504
50009,6226
50011,48214
50013,6983
50015,24958
50017,28924
50019,27109
50021,60869
50023,59465
50025,43985
50027,56211
51001,33341
51003,102251
51005,16230
51007,12759
51009,32384
51011,15128
51013,221045
51015,73658
51017,4652
51019,69590
51021,6738
51023,33154
51025,17010
51027,23859
51029,17088
51031,55163
51033,28972
51035,29851
51036,7157
51037,12404
51041,323856
51043,14323
51045,5213
51047,47911
51049,9849
51051,15690
51053,27994
51057,11233
51059,1118602
51061,66542
51063,15390
51065,25967
51067,56411
51069,80317
51071,16928
51073,36886
51075,21347
51077,15183
51079,18771
51081,11851
51083,35849
51085,100668
51087,314932
51089,52969
51091,2245
51093,35399
51095,68967
51097,7046
51099,24500
51101,15981
51103,11236
51105,25474
51107,336898
51109,33430
51111,12588
51113,13200
51115,8884
51117,31749
51119,10822
51121,95194
51125,14827
51127,19169
51131,12226
51133,12346
51135,15830
51137,34246
51139,23895
51141,18451
51143,62807
51145,28123
51147,23238
51149,36941
51153,430289
51155,34736
51157,7456
51159,9059
51161,92901
51163,22394
51165,77391
51167,28445
51169,22781
51171,42583
51173,31718
51175,18409
51177,125684
51179,134352
51181,6844
51183,11972
51185,44268
51187,38070
51191,55190
51193,17524
51195,40918
51197,29251
51199,66146
51510,146294
51520,17662
51530,6707
51540,43956
51550,228417
51570,17479
51580,5771
51590,42996
51595,5740
51600,23461
51610,13229
51620,8528
51630,27307
51640,6908
51650,136836
51660,50981
51670,22348
51678,6998
51680,77113
51683,40605
51685,15798
51690,13733
51700,180726
51710,245782
51720,4068
51730,31973
51735,12097
51740,96470
51750,16685
51760,210309
51770,97469
51775,24970
51790,23921
51800,85181
51810,447021
51820,21107
51830,15167
51840,26881
53001,19005
53003,21888
53005,182398
53007,73687
53009,71863
53011,438287
53013,3995
53015,101996
53017,39350
53019,7705
53021,85845
53023,2228
53025,91723
53027,71692
53029,79177
53031,29854
53033,2007440
53035,254991
53037,41672
53039,20699
53041,75621
53043,10437
53045,60832
53047,41275
53049,20575
53051,12980
53053,811681
53055,15824
53057,118222
53059,11187
53061,733036
53063,475735
53065,43538
53067,258332
53069,3993
53071,59404
53073,205262
53075,46606
53077,246977
54001,16493
54003,107098
54005,24478
54007,14468
54009,23853
54011,96974
54013,7607
54015,9297
54017,8178
54019,45869
54021,8732
54023,11816
54025,35820
54027,23709
54029,30305
54031,13866
54033,69141
54035,29234
54037,54504
54039,192179
54041,16371
54043,21627
54045,36168
54047,21326
54049,56678
54051,32674
54053,27179
54055,62523
54057,27956
54059,26103
54061,100332
54063,13463
54065,17471
54067,26229
54069,44075
54071,7566
54073,7595
54075,8692
54077,33832
54079,56435
54081,79021
54083,29384
54085,10236
54087,14684
54089,13737
54091,16991
54093,6995
54095,9037
54097,24477
54099,41649
54101,9043
54103,16422
54105,5847
54107,86701
54109,23273
55001,20679
55003,15992
55005,45733
55007,15099
55009,253032
55011,13333
55013,15382
55015,49634
55017,62922
55019,34435
55021,56539
55023,16560
55025,503523
55027,88415
55029,27817
55031,43785
55033,44072
55035,100677
55037,4482
55039,101843
55041,9206
55043,51087
55045,36909
55047,19039
55049,23807
55051,5934
55053,20485
55055,84498
55057,26631
55059,167936
55061,20624
55063,116461
55065,16853
55067,19646
55069,28392
55071,80671
55073,134735
55075,41563
55077,15205
55078,4340
55079,955205
55081,45100
55083,37442
55085,35714
55087,178816
55089,86823
55091,7390
55093,40814
55095,43610
55097,70433
55099,13869
55101,194797
55103,17818
55105,160418
55107,14316
55109,85242
55111,62597
55113,16581
55115,41607
55117,115009
55119,20486
55121,29297
55123,30260
55125,21338
55127,102851
55129,15826
55131,132661
55133,392292
55135,52131
55137,24461
55139,168794
55141,74424
56001,37276
56003,11794
56005,47874
56007,15666
56009,14008
56011,7155
56013,41110
56015,13636
56017,4822
56019,8615
56021,94483
56023,17961
56025,78621
56027,2456
56029,28702
56031,8756
56033,29596
56035,10368
56037,45267
56039,21675
56041,21025
56043,8464
56045,7082
69100,2527
69110,48220
69120,3136
72001,17987
72003,37957
72005,54409
72007,24114
72009,24435
72011,25541
72013,87053
72015,15801
72017,22821
72019,29019
72021,182673
72023,47340
72025,126756
72027,32743
72029,42556
72031,152993
72033,22861
72035,41535
72037,11118
72039,16828
72041,39854
72043,34950
72045,18882
72047,34460
72049,1787
72051,36110
72053,31590
72054,11642
72055,13520
72057,36511
72059,17527
72061,89195
72063,41407
72065,38660
72067,15605
72069,50624
72071,42856
72073,14643
72075,46338
72077,37279
72079,23151
72081,27586
72083,8726
72085,35498
72087,23412
72089,17687
72091,39123
72093,4722
72095,10506
72097,71939
72099,37346
72101,28871
72103,23621
72105,29205
72107,21326
72109,15866
72111,20058
72113,135084
72115,23558
72117,15173
72119,46979
72121,22593
72123,25662
72125,31560
72127,337300
72129,37530
72131,38970
72133,20291
72135,67569
72137,74368
72139,67211
72141,27950
72143,35410
72145,53897
72147,8224
72149,21813
72151,30186
72153,33633
78010,50601
78020,4170
78030,51634
